"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [11] Should datetime into date time","70","test_should_datetime_into_date_time[localdatetime({year: 1984, week: 10, dayOfWeek: 3, hour: 12, minute: 31, second: 14, millisecond: 645})-{datetime: other, timezone: '+05:00'}-'1984-03-07T12:31:14.645+05:00']","tests.tck","Thu May 14 14:00:26 CST 2026","failed","Thu May 14 14:00:26 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/merge/Merge1.feature: [11] Merge should be able to merge using property of bound node","220","test_merge_should_be_able_to_merge_using_property_of_bound_node","tests.tck","Thu May 14 13:57:13 CST 2026","failed","Thu May 14 13:57:14 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [9] Should construct date time with offset time zone","16","test_should_construct_date_time_with_offset_time_zone[{year: 1984, ordinalDay: 202, hour: 12, minute: 31, second: 14, millisecond: 645, timezone: '+01:00'}-'1984-07-20T12:31:14.645+01:00']","tests.tck","Thu May 14 14:00:03 CST 2026","broken","Thu May 14 14:00:03 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [1] Should construct week date","15","test_should_construct_week_date[{year: 1817, week: 30}-'1817-07-21']","tests.tck","Thu May 14 13:59:54 CST 2026","broken","Thu May 14 13:59:54 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison1.feature: [10] Handling inlined equality of large integer","170","test_handling_inlined_equality_of_large_integer","tests.tck","Thu May 14 13:58:39 CST 2026","passed","Thu May 14 13:58:39 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/AggregationAcceptance.feature: [2] Multiple aggregations should work","86","test_multiple_aggregations_should_work","tests.tck","Thu May 14 14:00:57 CST 2026","passed","Thu May 14 14:00:58 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List1.feature: [8] Fail when indexing with a non-integer","18","test_fail_when_indexing_with_a_noninteger[{x: 3}-map]","tests.tck","Thu May 14 13:58:54 CST 2026","failed","Thu May 14 13:58:54 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/SubqueryAcceptance.feature: [17] Aggregating top and bottom results within correlated subquery","88","test_aggregating_top_and_bottom_results_within_correlated_subquery","tests.tck","Thu May 14 14:01:38 CST 2026","passed","Thu May 14 14:01:38 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/null/Null3.feature: [4] Using null in IN","19","test_using_null_in_in[1-[null, 1]-true]","tests.tck","Thu May 14 13:59:06 CST 2026","passed","Thu May 14 13:59:06 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [10] Fail when a path has the same variable in the same pattern","158","test_fail_when_a_path_has_the_same_variable_in_the_same_pattern[r = ()-[]-(), ()-[]-(), (), (r)]","tests.tck","Thu May 14 13:56:25 CST 2026","failed","Thu May 14 13:56:25 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal2.feature: [1] Should parse date from string","57","test_should_parse_date_from_string['2015W302'-'2015-07-21']","tests.tck","Thu May 14 14:00:15 CST 2026","failed","Thu May 14 14:00:15 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match6.feature: [21] Fail when a node has the same variable in a preceding MATCH","87","test_fail_when_a_node_has_the_same_variable_in_a_preceding_match_1[(p)-[]-()-[]-()]","tests.tck","Thu May 14 13:56:47 CST 2026","failed","Thu May 14 13:56:47 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [7] Should construct local date time","88","test_should_construct_local_date_time[{year: 1984, quarter: 3, dayOfQuarter: 45, hour: 12}-'1984-08-14T12:00']","tests.tck","Thu May 14 14:00:00 CST 2026","broken","Thu May 14 14:00:00 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier1.feature: [4] None quantifier on list literal containing floats","11","test_none_quantifier_on_list_literal_containing_floats[[2.1, 3.5]-x = 2.1-false]","tests.tck","Thu May 14 13:59:20 CST 2026","passed","Thu May 14 13:59:20 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternPredicates.feature: [26] Undirected NOOP path predicate 1","69","test_undirected_noop_path_predicate_1","tests.tck","Thu May 14 14:01:31 CST 2026","passed","Thu May 14 14:01:31 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [7] Should compute negative duration between in big units","236","test_should_compute_negative_duration_between_in_big_units[datetime('2018-07-21T21:40:36.143+0500')-datetime('1984-07-21T22:40:36.143+0200')-'P-33Y-11M']","tests.tck","Thu May 14 14:00:12 CST 2026","failed","Thu May 14 14:00:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [3] Should select time","34","test_should_select_time[localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{time: other, timezone: '+05:00'}-'12:31:14.645876123+05:00']","tests.tck","Thu May 14 14:00:19 CST 2026","failed","Thu May 14 14:00:19 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/graph/Graph8.feature: [1] Using `keys()` on a single node, non-empty result","213","test_using_keys_on_a_single_node_nonempty_result","tests.tck","Thu May 14 13:58:51 CST 2026","passed","Thu May 14 13:58:52 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal6.feature: [7] Should serialize timezones correctly","19","test_should_serialize_timezones_correctly","tests.tck","Thu May 14 14:00:30 CST 2026","broken","Thu May 14 14:00:30 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [4] Should compute duration between two temporals in days","53","test_should_compute_duration_between_two_temporals_in_days[datetime('2014-07-21T21:40:36.143+0200')-time('16:30+0100')-'PT0S']","tests.tck","Thu May 14 14:00:10 CST 2026","failed","Thu May 14 14:00:10 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/aggregation/Aggregation6.feature: [5] `percentileDisc()` failing in more involved query","145","test_percentiledisc_failing_in_more_involved_query","tests.tck","Thu May 14 13:58:31 CST 2026","failed","Thu May 14 13:58:32 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/set/Set6.feature: [21] Aggregating in `WITH` after setting a property on relationships affects the result set but not the side effects","110","test_aggregating_in_with_after_setting_a_property_on_relationships_affects_the_result_set_but_not_the_side_effects","tests.tck","Thu May 14 13:57:47 CST 2026","failed","Thu May 14 13:57:47 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/aggregation/Aggregation8.feature: [1] Distinct on unbound node","87","test_distinct_on_unbound_node","tests.tck","Thu May 14 13:58:32 CST 2026","failed","Thu May 14 13:58:32 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match6.feature: [24] Fail when a relationship has the same variable in the same pattern","68","test_fail_when_a_relationship_has_the_same_variable_in_the_same_pattern_1[p = ()-[p*]-()]","tests.tck","Thu May 14 13:56:52 CST 2026","failed","Thu May 14 13:56:52 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals8.feature: [11] Return a map containing a float","13","test_return_a_map_containing_a_float","tests.tck","Thu May 14 13:59:02 CST 2026","failed","Thu May 14 13:59:02 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [8] Should construct date time with default time zone","28","test_should_construct_date_time_with_default_time_zone[{year: 1984, ordinalDay: 202, hour: 12, minute: 31, second: 14}-'1984-07-20T12:31:14Z']","tests.tck","Thu May 14 14:00:01 CST 2026","broken","Thu May 14 14:00:01 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [2] Should truncate datetime","34","test_should_truncate_datetime['minute'-datetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '-01:00'})-{nanosecond: 2}-'1984-10-11T12:31:00.000000002-01:00']","tests.tck","Thu May 14 14:00:43 CST 2026","failed","Thu May 14 14:00:43 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [7] Should construct local date time","24","test_should_construct_local_date_time[{year: 1984, week: 10, dayOfWeek: 3, hour: 12, minute: 31}-'1984-03-07T12:31']","tests.tck","Thu May 14 13:59:59 CST 2026","broken","Thu May 14 13:59:59 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/typeConversion/TypeConversion4.feature: [3] `toString()` handling inlined boolean","30","test_tostring_handling_inlined_boolean","tests.tck","Thu May 14 14:00:56 CST 2026","passed","Thu May 14 14:00:56 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [4] Should compute duration between two temporals in days","118","test_should_compute_duration_between_two_temporals_in_days[localdatetime('2015-07-21T21:40:32.142')-date('2015-06-24')-'P-27D']","tests.tck","Thu May 14 14:00:10 CST 2026","failed","Thu May 14 14:00:10 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/literals/Literals2.feature: [2] Return a long positive integer","10","test_return_a_long_positive_integer","tests.tck","Thu May 14 13:58:59 CST 2026","passed","Thu May 14 13:58:59 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/OrderByAcceptance.feature: [13] ORDER BY which needs to evaluate expression in WITH","173","test_order_by_which_needs_to_evaluate_expression_in_with","tests.tck","Thu May 14 14:01:23 CST 2026","broken","Thu May 14 14:01:23 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/map/Map1.feature: [5] Statically access a field with a delimited identifier","24","test_statically_access_a_field_with_a_delimited_identifier[{name: 'Mats', nome: 'Pontus'}-`Mats`-null]","tests.tck","Thu May 14 13:59:03 CST 2026","failed","Thu May 14 13:59:03 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [11] Single quantifier with IS NULL predicate","169","test_single_quantifier_with_is_null_predicate[[34, 0, null, 8, 900]-true]","tests.tck","Thu May 14 13:59:30 CST 2026","passed","Thu May 14 13:59:30 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create5.feature: [3] Create a pattern with multiple hops in varying directions","81","test_create_a_pattern_with_multiple_hops_in_varying_directions","tests.tck","Thu May 14 13:56:09 CST 2026","failed","Thu May 14 13:56:09 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/call/Call5.feature: [7] Fail on in-query call to procedure with YIELD *","95","test_fail_on_inquery_call_to_procedure_with_yield_","tests.tck","Thu May 14 13:56:04 CST 2026","failed","Thu May 14 13:56:04 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ReturnAcceptance.feature: [15] Exponentiation should work","91","test_exponentiation_should_work","tests.tck","Thu May 14 14:01:32 CST 2026","failed","Thu May 14 14:01:32 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List6.feature: [9] Get node degree via size of pattern comprehension that specifies a relationship type","156","test_get_node_degree_via_size_of_pattern_comprehension_that_specifies_a_relationship_type","tests.tck","Thu May 14 13:58:58 CST 2026","broken","Thu May 14 13:58:59 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [25] Fail on sorting by an aggregation","175","test_fail_on_sorting_by_an_aggregation[max(n.num2), n.name]","tests.tck","Thu May 14 13:58:12 CST 2026","failed","Thu May 14 13:58:13 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match1.feature: [10] Fail when a path has the same variable in the same pattern","175","test_fail_when_a_path_has_the_same_variable_in_the_same_pattern[()-[]-(), r = ()-[]-(), (), (r)]","tests.tck","Thu May 14 13:56:24 CST 2026","failed","Thu May 14 13:56:25 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete4.feature: [2] Undirected variable length expand followed by delete and count","127","test_undirected_variable_length_expand_followed_by_delete_and_count","tests.tck","Thu May 14 13:56:13 CST 2026","broken","Thu May 14 13:56:13 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier1.feature: [2] None quantifier on list literal containing booleans","11","test_none_quantifier_on_list_literal_containing_booleans[[true, true, true]-x-false]","tests.tck","Thu May 14 13:59:20 CST 2026","passed","Thu May 14 13:59:20 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [12] Any quantifier with IS NOT NULL predicate","20","test_any_quantifier_with_is_not_null_predicate[[2, null]-true]","tests.tck","Thu May 14 13:59:36 CST 2026","passed","Thu May 14 13:59:36 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean3.feature: [8] Fail on exclusive disjunction of at least one non-booleans","10","test_fail_on_exclusive_disjunction_of_at_least_one_nonbooleans[false-'foo']","tests.tck","Thu May 14 13:58:33 CST 2026","failed","Thu May 14 13:58:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [7] Should construct local date time","18","test_should_construct_local_date_time[{year: 1984, ordinalDay: 202, hour: 12, minute: 31, second: 14, microsecond: 645876}-'1984-07-20T12:31:14.645876']","tests.tck","Thu May 14 13:59:59 CST 2026","broken","Thu May 14 13:59:59 CST 2026","","test_expressions","",""
